time,Cl,Nu_upper_mean,Nu_lower_mean,Nu_upper_minus_lower
2.485,2.81722755,8.697906300650708,8.605336263369498,0.0925700372812095
2.49,2.79434599,8.67764339363806,8.597086597749767,0.08055679588829356
2.495,2.76111577,8.656506189221732,8.591022513149143,0.06548367607258854
2.5,2.7189001,8.634879589022963,8.586796156657938,0.04808343236502566
2.505,2.66927605,8.613136104298942,8.58397877944269,0.029157324856251776
2.51,2.61411388,8.591621362672099,8.582080412650026,0.009540950022072892
2.515,2.55531998,8.570643733275851,8.580574248464684,-0.0099305151888327
2.52,2.49505982,8.55046595966605,8.578912337802159,-0.028446378136107953
2.525,2.43556894,8.531288456526054,8.576563814918957,-0.04527535839290309
2.53,2.37914986,8.513258749748777,8.573013484322665,-0.0597547345738878
2.535,2.3280757,8.496481059472258,8.567729074668417,-0.07124801519615964
2.54,2.28448174,8.480933068368865,8.560614907800973,-0.0796818394321086
2.545,2.25029247,8.466680044867708,8.551374287238145,-0.08469424237043732
2.55,2.22715164,8.453719944215276,8.539800804627088,-0.08608086041181195
2.555,2.21624787,8.442093527039582,8.52574894302765,-0.08365541598806914
2.56,2.21816582,8.431805265267768,8.509232157711208,-0.07742689244344092
2.565,2.23310632,8.44589645743765,8.513569271197563,-0.06767281375991274
