theta_rad,theta_deg,z_m,coh_f1,lag_phase_f1,xcorr_lag_f1,xcorr_corr_f1,coh_f2,lag_phase_f2,xcorr_lag_f2,xcorr_corr_f2
1.8162332528565992,104.0625,-0.0051,0.383503227515738,-0.0987901231571437,-0.0749999999999984,-0.7308861292789928,0.9965578606899788,-0.001798384316621204,-0.0749999999999984,-0.7308861292789928
1.9144080232812803,109.68750000000001,-0.0051,0.3833654351464283,-0.09865597551886529,-0.0749999999999984,-0.7178202773394667,0.9964549670426293,-0.0027000895768585936,-0.0749999999999984,-0.7178202773394667
2.0125827937059615,115.31250000000001,-0.0051,0.3833242727076659,-0.09854053014763055,0.0799999999999983,-0.7089919153279366,0.9963852155968607,-0.003513207975861924,0.0799999999999983,-0.7089919153279366
2.110757564130642,120.9375,-0.0051,0.3834670735884869,-0.09850335952367639,0.004999999999999893,0.6927539366625879,0.9961468308770779,-0.004056351795032171,0.004999999999999893,0.6927539366625879
2.2089323345553233,126.5625,-0.0051,0.383571684255396,-0.09841478271521839,-0.06999999999999851,-0.6830851737614699,0.9960142991680585,-0.0046987575904183084,-0.06999999999999851,-0.6830851737614699
2.3071071049800045,132.1875,-0.0051,0.3837201373015728,-0.09840070507447161,-0.06999999999999851,-0.6692989015697144,0.9957520495348114,-0.0050451270551068236,-0.06999999999999851,-0.6692989015697144
2.405281875404685,137.8125,-0.0051,0.3840497647624908,-0.09852667393839243,-0.06999999999999851,-0.6407177220591808,0.9950856379837478,-0.004842846427399223,-0.06999999999999851,-0.6407177220591808
2.5034566458293663,143.4375,-0.0051,0.3842214072866554,-0.09859035196751477,-0.06999999999999851,-0.6245140944741341,0.9946722290260495,-0.0046734825949928584,-0.06999999999999851,-0.6245140944741341
2.6016314162540475,149.0625,-0.0051,0.3844658989620224,-0.0986592956919355,-0.06999999999999851,-0.6049702319093331,0.9941112326931756,-0.004389847385783985,-0.06999999999999851,-0.6049702319093331
2.699806186678728,154.68749999999997,-0.0051,0.38469583294786747,-0.09876197744455022,-0.06999999999999851,-0.5816389061954437,0.993357921787403,-0.003868381207344614,-0.06999999999999851,-0.5816389061954437
2.7979809571034093,160.3125,-0.0051,0.3851048899375671,-0.09899201626107201,-0.0749999999999984,-0.5412272358527194,0.9916844661265688,-0.0025316317039906296,-0.0749999999999984,-0.5412272358527194
2.8961557275280905,165.9375,-0.0051,0.3854929142821393,-0.09921612802492757,-0.0749999999999984,-0.49936409033400947,0.9894913406313653,-0.0009394243717439761,-0.0749999999999984,-0.49936409033400947
2.9943304979527716,171.5625,-0.0051,0.38585570927146123,-0.09917306353271017,-0.0749999999999984,-0.48841813091179587,0.9889017649649154,-0.0014171680175742503,-0.0749999999999984,-0.48841813091179587
3.0925052683774528,177.1875,-0.0051,0.3859921720053668,-0.09885200958145379,-0.0749999999999984,-0.5197761331616864,0.9908386551490486,-0.003218451964983165,-0.0749999999999984,-0.5197761331616864
-3.0925052683774528,-177.1875,-0.0045000000000000005,0.3877153870857776,-0.10012521759807803,-0.08499999999999819,-0.3418269099693228,0.9733444557938117,0.011489786266481773,-0.08499999999999819,-0.3418269099693228
-2.994330497952771,-171.56249999999997,-0.0045000000000000005,0.3878123713122992,-0.10021572225070698,0.06499999999999861,-0.32925446347804016,0.9713757570135918,0.013938065473880257,0.06499999999999861,-0.32925446347804016
-2.8961557275280905,-165.9375,-0.0045000000000000005,0.38780314603033783,-0.09983632135820189,-0.08499999999999819,-0.34718726930967164,0.9743568786190335,0.008079398506341826,-0.08499999999999819,-0.34718726930967164
-2.7979809571034098,-160.31250000000003,-0.0045000000000000005,0.3888806801851036,-0.1002031794823726,-0.08999999999999808,-0.3003669284469294,0.9651926835886296,0.015954469726556782,-0.08999999999999808,-0.3003669284469294
-2.699806186678728,-154.68749999999997,-0.0045000000000000005,0.38962923820635753,-0.10035244768305564,0.05499999999999883,-0.2844099104242228,0.9617076047725812,0.020774941589743624,0.05499999999999883,-0.2844099104242228
-2.6016314162540475,-149.0625,-0.0045000000000000005,0.3902453560883876,-0.10043534580757241,0.05499999999999883,-0.2780076239323217,0.9602721797082384,0.024235940071111003,0.05499999999999883,-0.2780076239323217
-2.5034566458293668,-143.43750000000003,-0.0045000000000000005,0.3910843029908211,-0.10049103636897298,0.049999999999998934,-0.272510871396036,0.9593053308502777,0.02766973478918009,0.049999999999998934,-0.272510871396036
-2.405281875404685,-137.8125,-0.0045000000000000005,0.3916657498076404,-0.10051584725434541,0.049999999999998934,-0.27098585439253753,0.9595485046921414,0.029788418237389577,0.049999999999998934,-0.27098585439253753
-2.3071071049800045,-132.1875,-0.0045000000000000005,0.39273511522969723,-0.10057456044775827,0.04499999999999904,-0.27149644571127424,0.9605027126062428,0.03385190833866618,0.04499999999999904,-0.27149644571127424
-2.208932334555323,-126.56249999999997,-0.0045000000000000005,0.3940420950569911,-0.10062886092220664,0.03999999999999915,-0.2746940930207462,0.962360921316401,0.038082167088520004,0.03999999999999915,-0.2746940930207462
