x,y,emode_1,emode_2,emode_3,emode_4,emode_5,emode_6,emode_7,emode_8,emode_9
0.006000000052,0.02966954932,-6.220745162e-11,-8.666027182e-11,-4.108182342e-11,1.400349199e-10,-4.536949019e-10,2.146846684e-10,-7.625644645e-09,-2.004627737e-09,-1.028185708e-29
0.006000000052,0.02921826206,-8.166956276e-11,-1.049127608e-10,-5.309080657e-11,1.571681971e-10,-4.97004413e-10,4.253038087e-10,-7.748479363e-09,-1.788233434e-09,-7.678073548e-30
0.006000000052,0.02966884151,-6.294535766e-11,-8.438574345e-11,-4.047083612e-11,1.390838229e-10,-4.708862977e-10,-8.336983605e-11,-8.134095977e-09,-2.472989126e-09,-1.470595458e-29
0.006000000052,0.0301154647,-8.530754501e-11,-1.053941414e-10,-5.544974774e-11,1.568949183e-10,-5.148775905e-10,6.6040869e-11,-8.324934403e-09,-2.334121879e-09,-1.286274268e-29
0.006000000052,0.03011331707,-1.01685109e-10,-1.213831202e-10,-6.571962812e-11,1.729091558e-10,-5.266890275e-10,6.665829291e-10,-7.570093255e-09,-1.383693868e-09,-3.472764204e-30
0.006000000052,0.03175321594,-1.100603363e-10,-1.267956879e-10,-7.369312151e-11,1.730547737e-10,-5.474139715e-10,2.506259748e-10,-8.1785763e-09,-1.938569599e-09,-8.726733395e-30
0.006000000052,0.03183173016,4.747010277e-11,2.806120468e-11,1.115769805e-10,2.12379213e-10,-3.659913465e-11,3.522863004e-09,-3.392918524e-10,3.32896118e-09,3.783332921e-29
0.006000000052,0.03183877468,2.9978607e-11,9.068253851e-12,9.208309161e-11,1.994256367e-10,-2.440117101e-11,4.01183934e-09,-4.836221966e-10,3.471396456e-09,3.976298081e-29
0.006000000052,0.03191612288,4.600273509e-11,2.757873087e-11,1.040191862e-10,1.876965423e-10,-1.672241939e-11,2.976044145e-09,-1.563064866e-10,2.838386745e-09,3.204976073e-29
0.006000000052,0.03191007301,2.350014533e-11,5.149791431e-12,7.666858131e-11,1.654286095e-10,-2.547960661e-12,3.383728987e-09,-3.431966983e-10,2.852686089e-09,3.262499247e-29
0.006000000052,0.03198644891,3.820558954e-11,2.227843777e-11,8.669857511e-11,1.531449327e-10,-4.071189581e-12,2.411363343e-09,-6.525050529e-11,2.277915525e-09,2.563920178e-29
0.006000000052,0.03196949139,9.827802417e-12,-3.891035343e-12,4.979341983e-11,1.204142817e-10,1.091385624e-11,2.745973776e-09,-2.558790621e-10,2.234279147e-09,2.556632089e-29
0.006000000052,0.03204505518,2.776052846e-11,1.528744601e-11,6.506761147e-11,1.155738528e-10,2.565745809e-12,1.858812476e-09,-1.32740092e-11,1.728902535e-09,1.941551767e-29
0.006000000052,0.03201900423,-3.582945077e-12,-1.222409104e-11,2.272263671e-11,7.664248983e-11,1.720710945e-11,2.122316738e-09,-1.83520921e-10,1.629366366e-09,1.86812967e-29
0.006000000052,0.03209389374,1.738037167e-11,8.643013542e-12,4.344188338e-11,7.954782999e-11,5.360998924e-12,1.334062519e-09,4.864846557e-12,1.21989467e-09,1.368590366e-29
0.006000000052,0.03206026554,-1.166313836e-11,-1.613399152e-11,3.351456869e-12,4.180625161e-11,1.79545434e-11,1.527946444e-09,-1.302813922e-10,1.104955228e-09,1.270811855e-29
0.006000000052,0.03213459253,9.547691634e-12,4.140859091e-12,2.569800042e-11,4.868383626e-11,5.219457262e-12,8.481842278e-10,4.813916069e-12,7.583323108e-10,8.511526456e-30
0.006000000052,0.03209464997,-1.137535839e-11,-1.348335041e-11,-3.534754453e-12,2.003894931e-11,1.455425273e-11,9.727131548e-10,-8.990969901e-11,6.682980151e-10,7.719508416e-30
